business_legal_name,business_phone,city_account_number,city_state_zip,license_start_date,naics_code,naics_description,ownership_type,state,street_address,trade_name,ubi,zip
TOUGO LLC,206-484-1487,0007720210683847,SEATTLE,2014-01-01T00:00:00.000,722515,Snack and Nonalcoholic Beverage Bars,LLC - Multi Member,WA,1410 18TH AVE,TOUGO,6032894980010001,98122
TOUGO LLC,,0007720210683848,SEATTLE,2014-01-01T00:00:00.000,722515,Snack and Nonalcoholic Beverage Bars,LLC - Multi Member,WA,800 CONVENTION PL # 403,TOUGO,603289498,98101
SEATTLE COFFEE WORKS INC,206-706-5158,0005859370592591,SEATTLE,2006-03-02T00:00:00.000,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores),Corporation,WA,107 PIKE ST,SEATTLE COFFEE WORKS,6025898510010002,98101-2009
SEATTLE COFFEE WORKS INC,206-331-7061,0005859370734121,SEATTLE,2018-01-01T00:00:00.000,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores),Corporation,WA,1147 NW 53RD ST,SEATTLE COFFEE WORKS,602589851,98107
MOONSHOT COFFEE LLC,206-446-1140,0008289850743209,SEATTLE,2018-08-31T00:00:00.000,311920,Coffee and Tea Manufacturing,LLC - Multi Member,WA,230 9TH AVE N,ELM COFFEE ROASTERS,6042604880010001,98109-5120
MULLALLY COFFEE LLC,206-446-1140,0007734820685398,SEATTLE,2014-11-01T00:00:00.000,311920,Coffee and Tea Manufacturing,LLC - Multi Member,WA,240 2ND AVE S # 103,ELM COFFEE,6033564130010001,98104-2617
CAFFE UMBRIA INC,206-762-5300,0005479610680569,SEATTLE,2014-06-01T00:00:00.000,722515,Snack and Nonalcoholic Beverage Bars,Corporation,WA,5407 BALLARD AVE NW,CAFFE UMBRIA,6021545130010003,98107-4052
CAFFE UMBRIA INC,206-762-5300,0005479610552022,SEATTLE,2001-10-10T00:00:00.000,424490,Other Grocery and Related Products Merchant Wholesalers,Corporation,WA,320 OCCIDENTAL AVE S,CAFFE UMBRIA INC,6021545130010001,98104
CAFFE UMBRIA INC,206-762-5300,0005479610591756,SEATTLE,2005-12-05T00:00:00.000,722513,Limited-Service Restaurants,Corporation,WA,1201 WESTLAKE AVE N,CAFFE UMBRIA INC,6021545130010004,98109
SOUND & FOG LLC,206-484-8959,0007956800708458,SEATTLE,2016-06-22T00:00:00.000,722515,Snack and Nonalcoholic Beverage Bars,LLC - Multi Member,WA,4735 40TH AVE SW,SOUND & FOG,6034765130010001,98116-4501
EMPIRE ESPRESSO LLC,206-623-0511,0007161430624584,SEATTLE,2009-06-01T00:00:00.000,722515,Snack and Nonalcoholic Beverage Bars,LLC - Multi Member,WA,3829 S EDMUNDS ST # A,EMPIRE ESPRESSO LLC,6028800300010001,98118
